XISTOS AIRFOIL COORDINATES
1.000000,0.004171
0.993927,0.005183
0.985609,0.006563
0.975998,0.008105
0.965385,0.009805
0.954094,0.011560
0.942390,0.013354
0.930552,0.015128
0.918603,0.016871
0.906585,0.018595
0.894577,0.020287
0.882589,0.021928
0.870547,0.023529
0.858491,0.025109
0.846469,0.026642
0.834421,0.028145
0.822457,0.029621
0.810482,0.031028
0.798428,0.032422
0.786401,0.033776
0.774340,0.035086
0.762239,0.036367
0.750136,0.037619
0.738051,0.038834
0.725968,0.040007
0.713865,0.041144
0.701757,0.042249
0.689670,0.043315
0.677560,0.044339
0.665451,0.045334
0.653339,0.046284
0.641201,0.047208
0.629094,0.048095
0.616988,0.048939
0.604876,0.049745
0.592747,0.050514
0.580635,0.051251
0.568536,0.051938
0.556395,0.052590
0.544261,0.053212
0.532153,0.053791
0.520016,0.054329
0.507902,0.054836
0.495782,0.055294
0.483681,0.055722
0.471573,0.056089
0.459410,0.056434
0.447314,0.056740
0.435189,0.056995
0.423081,0.057222
0.410998,0.057391
0.398869,0.057523
0.386764,0.057616
0.374650,0.057663
0.362551,0.057674
0.350465,0.057632
0.338359,0.057548
0.326245,0.057423
0.314152,0.057260
0.302063,0.057046
0.289986,0.056796
0.277955,0.056492
0.265901,0.056135
0.253886,0.055745
0.242012,0.055299
0.230171,0.054758
0.218337,0.054149
0.206534,0.053458
0.194760,0.052694
0.183028,0.051842
0.171332,0.050909
0.159701,0.049885
0.148133,0.048765
0.136623,0.047542
0.125204,0.046226
0.113955,0.044803
0.102831,0.043249
0.091921,0.041594
0.081331,0.039821
0.071180,0.037958
0.061661,0.036025
0.052973,0.034069
0.045274,0.032090
0.038510,0.030057
0.032618,0.028004
0.027520,0.025924
0.023109,0.023847
0.019306,0.021797
0.016027,0.019794
0.013207,0.017849
0.010794,0.015941
0.008716,0.014087
0.006923,0.012305
0.005392,0.010577
0.004079,0.008914
0.002966,0.007310
0.002038,0.005757
0.001286,0.004251
0.000712,0.002782
0.000300,0.001358
0.000062,-0.000024
-0.000004,-0.001353
0.000108,-0.002675
0.000435,-0.004018
0.001007,-0.005340
0.001858,-0.006596
0.002942,-0.007791
0.004228,-0.008944
0.005727,-0.010051
0.007474,-0.011089
0.009484,-0.012090
0.011800,-0.013061
0.014490,-0.014039
0.017625,-0.015094
0.021339,-0.016225
0.025812,-0.017490
0.031248,-0.018953
0.037847,-0.020669
0.045622,-0.022619
0.054404,-0.024685
0.063897,-0.026745
0.073913,-0.028684
0.084380,-0.030508
0.095171,-0.032207
0.106204,-0.033790
0.117408,-0.035251
0.128745,-0.036600
0.140183,-0.037840
0.151679,-0.038972
0.163268,-0.039995
0.174923,-0.040938
0.186601,-0.041778
0.198368,-0.042535
0.210157,-0.043220
0.221958,-0.043816
0.233822,-0.044338
0.245709,-0.044792
0.257645,-0.045176
0.269592,-0.045510
0.281500,-0.045768
0.293491,-0.045955
0.305487,-0.046102
0.317490,-0.046176
0.329539,-0.046212
0.341522,-0.046193
0.353545,-0.046102
0.365594,-0.045974
0.377599,-0.045790
0.389631,-0.045548
0.401637,-0.045259
0.413645,-0.044903
0.425685,-0.044503
0.437674,-0.044053
0.449662,-0.043537
0.461650,-0.042970
0.473620,-0.042343
0.485593,-0.041658
0.497556,-0.040915
0.509500,-0.040115
0.521435,-0.039251
0.533368,-0.038325
0.545316,-0.037335
0.557266,-0.036290
0.569207,-0.035185
0.581172,-0.034019
0.593155,-0.032801
0.605138,-0.031532
0.617138,-0.030207
0.629191,-0.028831
0.641259,-0.027423
0.653336,-0.025973
0.665436,-0.024505
0.677481,-0.023044
0.689529,-0.021544
0.701639,-0.020046
0.713782,-0.018566
0.725925,-0.017088
0.738001,-0.015644
0.750070,-0.014244
0.762099,-0.012875
0.774052,-0.011572
0.786015,-0.010329
0.797969,-0.009134
0.809877,-0.008002
0.821767,-0.006943
0.833688,-0.005949
0.845599,-0.005012
0.857525,-0.004144
0.869430,-0.003333
0.881356,-0.002604
0.893328,-0.001921
0.905307,-0.001302
0.917294,-0.000729
0.929266,-0.000218
0.941203,0.000249
0.952993,0.000660
0.964498,0.001018
0.975423,0.001321
0.985322,0.001572
0.993836,0.001763
1.000000,0.001889
