F100MOD to 13.5 %
<<<<<<< HEAD
1.000000,0.000280
0.993442,0.000907
0.984939,0.001950
0.975231,0.003152
0.964407,0.004492
0.952703,0.005937
0.940422,0.007445
0.927793,0.009012
0.914950,0.010596
0.901982,0.012210
0.888936,0.013824
0.875856,0.015452
0.862795,0.017077
0.849721,0.018743
0.836573,0.020414
0.823393,0.022091
0.810265,0.023772
0.797157,0.025493
0.784009,0.027226
0.770862,0.028977
0.757717,0.030756
0.744564,0.032562
0.731424,0.034388
0.718287,0.036246
0.705154,0.038116
0.692052,0.040007
0.678938,0.041891
0.665891,0.043749
0.652910,0.045559
0.640022,0.047340
0.627180,0.049044
0.614367,0.050692
0.601586,0.052251
0.588776,0.053753
0.576018,0.055185
0.563252,0.056531
0.550493,0.057818
0.537760,0.059018
0.525039,0.060145
0.512328,0.061182
0.499622,0.062147
0.486949,0.063023
0.474302,0.063811
0.461662,0.064505
0.449059,0.065115
0.436481,0.065610
0.423880,0.066017
0.411305,0.066328
0.398742,0.066534
0.386159,0.066633
0.373539,0.066639
0.360905,0.066551
0.348239,0.066366
0.335522,0.066096
0.322785,0.065744
0.310005,0.065303
0.297167,0.064791
0.284300,0.064210
0.271396,0.063564
0.258486,0.062854
0.245514,0.062065
0.232467,0.061230
0.219374,0.060343
0.206219,0.059426
0.193088,0.058500
0.180087,0.057580
0.167382,0.056670
0.155145,0.055739
0.143448,0.054706
0.132159,0.053479
0.121134,0.052041
0.110327,0.050394
0.099731,0.048564
0.089461,0.046609
0.079679,0.044560
0.070511,0.042449
0.062058,0.040323
0.054406,0.038231
0.047571,0.036189
0.041513,0.034228
0.036172,0.032357
0.031474,0.030566
0.027329,0.028836
0.023654,0.027180
0.020396,0.025564
0.017493,0.023977
0.014908,0.022402
0.012615,0.020808
0.010562,0.019223
0.008731,0.017640
0.007104,0.016062
0.005683,0.014470
0.004476,0.012853
0.003472,0.011215
0.002581,0.009613
0.001735,0.008084
0.000960,0.006610
0.000316,0.005160
-0.000111,0.003702
-0.000328,0.002256
-0.000356,0.000830
-0.000244,-0.000611
0.000011,-0.002090
0.000376,-0.003603
0.000877,-0.005140
0.001478,-0.006711
0.002232,-0.008289
0.003150,-0.009867
0.004252,-0.011428
0.005561,-0.012949
0.007098,-0.014411
0.008838,-0.015847
0.010789,-0.017258
0.012994,-0.018620
0.015444,-0.019988
0.018188,-0.021340
0.021253,-0.022713
0.024717,-0.024074
0.028633,-0.025499
0.033092,-0.026978
0.038213,-0.028543
0.044111,-0.030231
0.050906,-0.032063
0.058692,-0.034059
0.067450,-0.036223
0.077046,-0.038481
0.087317,-0.040757
0.098101,-0.042983
0.109289,-0.045123
0.120800,-0.047169
0.132541,-0.049125
0.144371,-0.050983
0.156175,-0.052683
0.168083,-0.054178
0.180310,-0.055537
0.192864,-0.056849
0.205576,-0.058138
0.218331,-0.059375
0.231100,-0.060545
0.243878,-0.061644
0.256648,-0.062671
0.269413,-0.063620
0.282177,-0.064498
0.294895,-0.065300
0.307589,-0.066009
0.320262,-0.066636
0.332904,-0.067171
0.345516,-0.067619
0.358059,-0.067970
0.370569,-0.068203
0.383079,-0.068333
0.395558,-0.068360
0.408015,-0.068269
0.420501,-0.068062
0.432993,-0.067757
0.445489,-0.067340
0.457992,-0.066821
0.470517,-0.066191
0.483048,-0.065466
0.495611,-0.064629
0.508182,-0.063710
0.520762,-0.062682
0.533366,-0.061573
0.545947,-0.060366
0.558570,-0.059058
0.571219,-0.057673
0.583849,-0.056203
0.596523,-0.054637
0.609200,-0.053011
0.621842,-0.051295
0.634545,-0.049484
0.647275,-0.047605
0.660054,-0.045635
0.672942,-0.043597
0.685861,-0.041520
0.698789,-0.039393
0.711758,-0.037224
0.724748,-0.035053
0.737679,-0.032870
0.750559,-0.030655
0.763457,-0.028455
0.776368,-0.026239
0.789256,-0.024039
0.802005,-0.021888
0.814567,-0.019834
0.826924,-0.017913
0.839208,-0.016156
0.851480,-0.014529
0.863859,-0.013052
0.876433,-0.011638
0.889085,-0.010293
0.901840,-0.009016
0.914657,-0.007783
0.927457,-0.006590
0.940105,-0.005416
0.952375,-0.004298
0.964064,-0.003261
0.974920,-0.002295
0.984738,-0.001445
0.993384,-0.000715
1.000000,-0.000273
=======
     1.000000    0.000280
     0.995048    0.000733
     0.986711    0.001727
     0.977068    0.002926
     0.966243    0.004265
     0.954489    0.005716
     0.942114    0.007238
     0.929353    0.008816
     0.916371    0.010422
     0.903275    0.012046
     0.890134    0.013676
     0.876998    0.015310
     0.863913    0.016939
     0.850836    0.018602
     0.837705    0.020271
     0.824556    0.021944
     0.811457    0.023620
     0.798371    0.025334
     0.785252    0.027061
     0.772149    0.028804
     0.759055    0.030575
     0.745945    0.032375
     0.732842    0.034191
     0.719744    0.036038
     0.706628    0.037908
     0.693509    0.039796
     0.680401    0.041682
     0.667379    0.043540
     0.654417    0.045350
     0.641545    0.047132
     0.628729    0.048840
     0.615958    0.050492
     0.603226    0.052055
     0.590468    0.053559
     0.577755    0.054994
     0.565036    0.056346
     0.552324    0.057639
     0.539648    0.058847
     0.526973    0.059975
     0.514298    0.061024
     0.501641    0.061998
     0.489008    0.062886
     0.476411    0.063687
     0.463813    0.064390
     0.451245    0.065017
     0.438715    0.065530
     0.426162    0.065950
     0.413629    0.066279
     0.401113    0.066503
     0.388581    0.066622
     0.376015    0.066643
     0.363423    0.066574
     0.350813    0.066411
     0.338152    0.066156
     0.325467    0.065827
     0.312752    0.065404
     0.299974    0.064909
     0.287163    0.064344
     0.274316    0.063717
     0.261474    0.063028
     0.248578    0.062255
     0.235596    0.061432
     0.222560    0.060559
     0.209465    0.059655
     0.196370    0.058733
     0.183360    0.057812
     0.170594    0.056903
     0.158252    0.055986
     0.146447    0.054993
     0.135086    0.053822
     0.124000    0.052438
     0.113123    0.050844
     0.102437    0.049051
     0.092007    0.047109
     0.082004    0.045066
     0.072575    0.042941
     0.063818    0.040778
     0.055851    0.038640
     0.048716    0.036543
     0.042392    0.034522
     0.036823    0.032589
     0.031937    0.030752
     0.027648    0.028973
     0.023858    0.027276
     0.020513    0.025626
     0.017546    0.024006
     0.014912    0.022403
     0.012583    0.020785
     0.010506    0.019176
     0.008658    0.017576
     0.007023    0.015979
     0.005600    0.014370
     0.004399    0.012736
     0.003401    0.011087
     0.002507    0.009482
     0.001665    0.007951
     0.000897    0.006480
     0.000268    0.005032
    -0.000138    0.003578
    -0.000337    0.002142
    -0.000354    0.000725
    -0.000232   -0.000709
     0.000034   -0.002183
     0.000400   -0.003693
     0.000910   -0.005227
     0.001517   -0.006798
     0.002279   -0.008379
     0.003209   -0.009959
     0.004325   -0.011523
     0.005657   -0.013045
     0.007217   -0.014514
     0.008986   -0.015960
     0.010974   -0.017382
     0.013229   -0.018754
     0.015739   -0.020143
     0.018564   -0.021511
     0.021732   -0.022911
     0.025329   -0.024301
     0.029416   -0.025771
     0.034098   -0.027293
     0.039503   -0.028923
     0.045750   -0.030682
     0.052964   -0.032599
     0.061203   -0.034686
     0.070387   -0.036927
     0.080340   -0.039225
     0.090890   -0.041511
     0.101875   -0.043723
     0.113208   -0.045837
     0.124816   -0.047853
     0.136597   -0.049775
     0.148410   -0.051584
     0.160193   -0.053213
     0.172154   -0.054645
     0.184463   -0.055977
     0.197050   -0.057275
     0.209756   -0.058548
     0.222467   -0.059763
     0.235191   -0.060903
     0.247924   -0.061977
     0.260639   -0.062978
     0.273350   -0.063899
     0.286054   -0.064749
     0.298724   -0.065521
     0.311364   -0.066205
     0.323980   -0.066802
     0.336572   -0.067310
     0.349117   -0.067731
     0.361603   -0.068046
     0.374068   -0.068250
     0.386527   -0.068351
     0.398955   -0.068346
     0.411374   -0.068222
     0.423830   -0.067989
     0.436278   -0.067660
     0.448728   -0.067217
     0.461190   -0.066671
     0.473674   -0.066017
     0.486169   -0.065268
     0.498692   -0.064411
     0.511218   -0.063472
     0.523761   -0.062424
     0.536317   -0.061301
     0.548848   -0.060074
     0.561436   -0.058750
     0.574040   -0.057351
     0.586625   -0.055869
     0.599252   -0.054291
     0.611874   -0.052655
     0.624474   -0.050925
     0.637135   -0.049109
     0.649806   -0.047221
     0.662559   -0.045237
     0.675409   -0.043203
     0.688267   -0.041126
     0.701152   -0.038998
     0.714068   -0.036836
     0.726985   -0.034679
